Citizen_ID,Age,Gender,Annual_Income,Employment_Status,Family_Size,Education_Level,Social_Category,Disability,Rural_Urban,Scheme_Eligibility
1359,21.0,Female,340699.0,Employed,8,Graduate,OBC,No,Rural,1
1360,36.0,Male,646222.0,Employed,6,Graduate,General,No,Rural,1
1361,37.0,Female,647076.0,Self-employed,1,Graduate,OBC,No,Rural,0
1362,50.0,Male,913689.0,Unemployed,8,Graduate,OBC,No,Rural,0
1363,37.0,Male,854371.0,Employed,4,Graduate,ST,No,Urban,0
1364,66.0,Female,455041.0,Employed,2,Primary,OBC,,Rural,0
1365,,Female,534003.0,Employed,1,Secondary,SC,No,Urban,0
1366,64.0,Male,545707.0,Employed,7,Graduate,OBC,No,Urban,1
1367,18.0,Male,,Self-employed,2,Graduate,OBC,No,Rural,0
1368,43.0,Female,702356.0,Employed,4,Postgraduate,OBC,,Urban,1
1369,31.0,Male,574324.0,Employed,4,Secondary,ST,No,Rural,0
1370,55.0,Female,406092.0,Self-employed,10,Secondary,OBC,No,Urban,1
1371,54.0,Male,920139.0,Self-employed,1,Secondary,OBC,No,Rural,0
1372,79.0,Female,613339.0,Employed,2,Secondary,OBC,No,Rural,0
1373,,Female,541513.0,Employed,1,Graduate,General,No,Urban,1
1374,80.0,Female,130738.0,Employed,6,Postgraduate,General,,Urban,0
1375,53.0,Female,385740.0,Unemployed,3,Graduate,ST,No,Rural,0
1376,30.0,Female,634359.0,Self-employed,1,Graduate,OBC,,Rural,1
1377,60.0,Male,180613.0,Employed,8,Graduate,OBC,Yes,Urban,0
1378,20.0,Male,123601.0,Employed,4,Primary,General,No,Rural,1
1379,50.0,Male,79873.0,Self-employed,10,Graduate,General,No,Rural,1
1380,23.0,Female,,Unemployed,7,Graduate,ST,No,Rural,0
1381,67.0,Female,121468.0,Self-employed,10,Secondary,General,No,Urban,0
1382,,Male,862902.0,Employed,2,Graduate,SC,No,Urban,1
1383,27.0,Male,770489.0,Employed,6,Graduate,General,No,Urban,1
1384,22.0,Male,58328.0,Employed,6,Primary,ST,No,Rural,1
1385,40.0,Female,187405.0,Employed,7,Secondary,ST,No,Urban,0
1386,27.0,Male,825807.0,Employed,1,Secondary,General,No,Rural,1
1387,61.0,Female,,Employed,1,,OBC,No,Urban,1
1388,19.0,Other,96638.0,Employed,2,Secondary,General,No,Rural,0
1389,30.0,Male,847700.0,Self-employed,2,Graduate,SC,,Rural,1
1390,57.0,Male,251675.0,Employed,5,,OBC,No,Urban,0
1391,19.0,Male,163920.0,Unemployed,1,,General,No,Rural,0
1392,37.0,Male,946811.0,Employed,2,Postgraduate,SC,No,Rural,0
1393,18.0,Male,460261.0,Self-employed,6,Graduate,SC,,Rural,0
1394,80.0,Male,746101.0,Employed,3,Graduate,SC,No,Urban,0
1395,54.0,Female,485986.0,Unemployed,4,Graduate,General,No,Rural,0
1396,26.0,Male,57887.0,Employed,1,Graduate,General,No,Rural,0
1397,34.0,Female,803266.0,Employed,5,Secondary,OBC,No,Rural,0
1398,26.0,Female,74918.0,Unemployed,4,Secondary,SC,No,Urban,0
1399,28.0,Female,871929.0,Employed,8,Graduate,SC,No,Rural,0
1400,32.0,Male,405706.0,Employed,3,Graduate,OBC,No,Urban,1
1401,41.0,Female,766369.0,Self-employed,10,Postgraduate,General,No,Urban,1
1402,55.0,Male,324073.0,Self-employed,1,Graduate,OBC,,Rural,1
1403,72.0,Female,556508.0,Employed,10,Postgraduate,OBC,No,Urban,0
1404,52.0,Female,676489.0,Employed,5,Primary,OBC,No,Rural,0
1405,47.0,Female,570337.0,Employed,1,Graduate,General,,Rural,0
1406,48.0,Male,784459.0,Employed,5,Postgraduate,OBC,No,Rural,0
1407,66.0,Female,428710.0,Self-employed,9,Secondary,General,No,Rural,1
1408,22.0,Male,340690.0,,5,Secondary,SC,No,Urban,1
1409,79.0,Male,259496.0,Employed,2,Secondary,General,No,Urban,0
1410,77.0,Male,742698.0,Self-employed,2,Graduate,OBC,No,Urban,0
1411,61.0,Male,477499.0,Employed,10,Primary,OBC,Yes,Urban,1
1412,67.0,Male,656782.0,Unemployed,9,Graduate,OBC,No,Rural,1
1413,31.0,Female,,Employed,5,Secondary,SC,No,Rural,0
1414,70.0,Female,790147.0,Employed,8,Graduate,SC,No,Rural,0
1415,73.0,Male,358710.0,Employed,10,Postgraduate,General,No,Urban,0
1416,28.0,Male,397608.0,Employed,4,Secondary,ST,No,Rural,0
1417,26.0,Male,808141.0,Employed,2,Primary,General,No,Urban,1
1418,51.0,Male,178279.0,Employed,4,Graduate,OBC,No,Urban,0
1419,29.0,Male,131991.0,Employed,4,Graduate,OBC,No,Urban,0
1420,52.0,Female,404824.0,Employed,9,Secondary,General,No,Rural,0
1421,52.0,Male,,Employed,10,Graduate,General,No,Rural,0
1422,18.0,Male,102132.0,Employed,6,Postgraduate,OBC,No,Rural,1
1423,57.0,Male,305069.0,Employed,10,Secondary,SC,No,Urban,0
1424,39.0,Female,535714.0,Unemployed,6,Secondary,General,No,Rural,0
1425,77.0,Female,733444.0,Employed,5,Graduate,General,No,Urban,1
1426,46.0,Female,944287.0,Employed,6,Graduate,General,No,Urban,0
1427,25.0,Female,726503.0,Unemployed,1,Primary,General,,Rural,0
1428,28.0,Male,141627.0,Employed,5,Graduate,ST,No,Rural,0
1429,58.0,Male,172772.0,Unemployed,6,Postgraduate,General,No,Rural,0
1430,54.0,Female,981683.0,Unemployed,8,Secondary,SC,Yes,Rural,0
1431,31.0,Male,279415.0,Employed,4,Graduate,ST,No,Urban,0
1432,77.0,Female,715582.0,Employed,5,Primary,SC,No,Rural,1
1433,47.0,Male,563277.0,Self-employed,4,Graduate,SC,No,Rural,0
1434,52.0,Male,309013.0,Employed,7,Graduate,OBC,No,Rural,1
1435,38.0,Female,900500.0,Self-employed,10,Graduate,SC,No,Rural,1
1436,54.0,Female,467165.0,Employed,6,Graduate,SC,No,Rural,0
1437,22.0,Female,66116.0,Employed,4,Secondary,ST,No,Urban,1
1438,36.0,Male,756412.0,Employed,6,Graduate,OBC,No,Rural,1
1439,76.0,Female,625657.0,Employed,4,Graduate,OBC,No,Urban,1
1440,31.0,Male,754177.0,Employed,8,Secondary,OBC,No,Rural,1
1441,43.0,Male,939532.0,Unemployed,3,Postgraduate,General,No,Rural,0
1442,79.0,Male,283982.0,Self-employed,8,Primary,OBC,,Urban,0
1443,21.0,Male,788563.0,Self-employed,2,Graduate,OBC,,Rural,0
1444,42.0,Male,255383.0,Employed,6,Secondary,General,,Rural,1
1445,62.0,Male,341799.0,Self-employed,8,Graduate,SC,,Rural,0
1446,59.0,Male,238874.0,Self-employed,1,Secondary,OBC,No,Urban,1
1447,42.0,Male,621920.0,Self-employed,6,Secondary,OBC,No,Rural,1
1448,35.0,Male,981697.0,Employed,9,Primary,General,,Rural,0
1449,57.0,Male,261284.0,Unemployed,10,Graduate,General,No,Rural,0
1450,25.0,Male,736136.0,Employed,10,Graduate,SC,No,Rural,1
1451,56.0,Female,486441.0,Employed,2,Graduate,General,Yes,Rural,1
1452,57.0,Male,241082.0,Self-employed,1,Postgraduate,General,,Urban,0
1453,31.0,Male,263807.0,Employed,2,Postgraduate,ST,,Urban,0
1454,49.0,Male,246523.0,Employed,5,Graduate,SC,No,Rural,0
1455,68.0,Female,754172.0,Self-employed,6,Graduate,General,No,Rural,0
1456,78.0,Female,523818.0,Employed,1,Primary,ST,No,Rural,0
1457,55.0,Female,331039.0,Self-employed,7,Graduate,SC,No,Rural,0
1458,50.0,Female,988713.0,Unemployed,4,Graduate,ST,No,Urban,0
1459,40.0,Female,285892.0,Employed,9,Primary,SC,No,Rural,0
1460,80.0,Female,787696.0,Employed,6,Graduate,ST,No,Rural,0
1461,32.0,Female,292718.0,Unemployed,9,Postgraduate,OBC,No,Rural,1
1462,50.0,Male,767167.0,Employed,1,Secondary,ST,No,Rural,1
1463,42.0,Male,597374.0,Self-employed,4,Secondary,General,No,Rural,0
1464,34.0,Male,135637.0,Self-employed,2,Secondary,ST,No,Urban,0
1465,50.0,Female,525243.0,Employed,6,Secondary,OBC,Yes,Rural,1
1466,64.0,Female,732567.0,Employed,4,Primary,General,No,Rural,1
1467,72.0,Female,419478.0,Self-employed,9,Secondary,General,No,Rural,0
1468,19.0,Male,726257.0,Employed,3,Secondary,OBC,No,Urban,1
1469,31.0,Male,637371.0,Employed,1,Postgraduate,OBC,No,Rural,0
1470,70.0,Male,145028.0,Self-employed,1,Secondary,OBC,No,Rural,1
1471,57.0,Male,903389.0,Self-employed,9,Graduate,General,No,Rural,1
1472,57.0,Female,671839.0,Unemployed,9,Secondary,SC,No,Rural,1
1473,68.0,Female,914938.0,Employed,5,Secondary,OBC,No,Rural,1
1474,56.0,Male,712643.0,Unemployed,2,Postgraduate,General,No,Rural,0
1475,68.0,Female,668312.0,Unemployed,9,Graduate,OBC,No,Rural,0
1476,23.0,Male,917913.0,Self-employed,8,Graduate,General,No,Rural,0
1477,23.0,Other,312399.0,Self-employed,10,Graduate,OBC,No,Rural,0
1478,20.0,Male,565152.0,Employed,10,Graduate,ST,Yes,Urban,1
1479,24.0,Male,257627.0,Unemployed,6,Secondary,OBC,No,Rural,1
1480,68.0,Male,589775.0,Self-employed,7,Primary,OBC,No,Rural,1
1481,25.0,Male,550549.0,Employed,6,Graduate,General,No,Rural,0
1482,59.0,Male,593634.0,Employed,5,Postgraduate,General,No,Urban,1
1483,69.0,Female,871482.0,Self-employed,4,Secondary,General,Yes,Urban,0
1484,32.0,Female,320888.0,Employed,7,Graduate,SC,No,Urban,0
1485,64.0,Female,467972.0,Employed,4,Primary,OBC,No,Rural,1
1486,46.0,Male,111596.0,Employed,10,Secondary,OBC,No,Urban,0
1487,50.0,Female,788757.0,Employed,10,Graduate,OBC,,Rural,1
1488,69.0,Male,992650.0,Employed,10,Secondary,OBC,,Rural,0
1489,47.0,Male,431784.0,Employed,9,Postgraduate,General,No,Rural,0
1490,56.0,Female,891464.0,Self-employed,5,Graduate,OBC,No,Rural,1
1491,44.0,Female,879119.0,Unemployed,8,Secondary,OBC,No,Rural,0
1492,53.0,Male,227175.0,Unemployed,6,Graduate,General,,Rural,0
1493,46.0,Male,203048.0,Employed,4,Graduate,SC,No,Rural,0
1494,55.0,Other,899295.0,Unemployed,3,Primary,OBC,No,Urban,0
1495,74.0,Male,443807.0,Unemployed,6,Graduate,OBC,No,Rural,0
1496,50.0,Male,56277.0,Unemployed,1,Graduate,General,No,Rural,1
1497,78.0,Female,898292.0,Employed,2,Secondary,SC,No,Urban,1
1498,54.0,Male,183332.0,Employed,7,,OBC,,Urban,0
1499,44.0,Male,290515.0,Self-employed,4,Secondary,General,No,Rural,0
1500,72.0,Male,834865.0,Unemployed,5,Secondary,General,No,Urban,1
1501,50.0,Female,771243.0,Unemployed,10,Graduate,General,No,Rural,1
1502,79.0,Female,336885.0,Employed,1,Secondary,OBC,No,Rural,1
1503,21.0,Female,431864.0,,2,Graduate,General,No,Urban,1
1504,39.0,Other,349355.0,Unemployed,4,Graduate,OBC,No,Rural,1
1505,19.0,Female,814752.0,Employed,8,Secondary,OBC,No,Urban,1
1506,27.0,Male,832733.0,Unemployed,10,Postgraduate,ST,No,Rural,1
1507,,Male,484758.0,Self-employed,4,Graduate,General,No,Urban,0
1508,76.0,Female,319013.0,Unemployed,3,Graduate,OBC,No,Rural,0
1509,27.0,Female,536834.0,Employed,3,Secondary,OBC,No,Urban,1
1510,50.0,Female,,Employed,5,Secondary,OBC,No,Rural,0
1511,71.0,Female,144515.0,Unemployed,3,Graduate,ST,,Urban,0
1512,55.0,Male,200494.0,Self-employed,8,,ST,No,Rural,1
1513,30.0,Male,740973.0,Employed,5,Secondary,OBC,No,Urban,0
1514,48.0,Male,238088.0,Employed,7,Graduate,General,No,Urban,0
1515,64.0,Male,634398.0,Employed,8,Graduate,ST,No,Rural,0
1516,53.0,Male,269601.0,Unemployed,5,Secondary,General,No,Urban,0
1517,62.0,Female,783282.0,Unemployed,8,Graduate,OBC,,Rural,1
1518,,Female,346177.0,Self-employed,3,Primary,OBC,No,Rural,1
1519,69.0,Male,881645.0,Employed,7,Secondary,OBC,No,Urban,1
1520,73.0,Male,310705.0,Unemployed,8,Primary,General,No,Urban,0
1521,32.0,Female,505209.0,Employed,7,Secondary,SC,,Rural,0
1522,46.0,Male,62938.0,Employed,2,Secondary,OBC,No,Rural,0
1523,25.0,Female,180842.0,Self-employed,8,Postgraduate,OBC,No,Rural,0
1524,22.0,Female,314418.0,Employed,6,,General,No,Urban,1
1525,46.0,Female,920822.0,Employed,10,Primary,SC,No,Urban,0
1526,64.0,Female,475031.0,Unemployed,3,Graduate,OBC,No,Urban,0
1527,21.0,Female,519234.0,Employed,4,Graduate,General,No,Rural,0
1528,29.0,Male,200033.0,Employed,7,Secondary,General,No,Rural,0
1529,62.0,Male,70044.0,Employed,3,Primary,SC,No,Rural,1
1530,19.0,Male,149372.0,Employed,1,Secondary,OBC,No,Urban,0
1531,44.0,Other,989479.0,Self-employed,6,Secondary,SC,No,Urban,0
1532,48.0,Male,326850.0,Employed,3,Graduate,General,No,Urban,0
1533,68.0,Male,187046.0,Self-employed,10,Graduate,OBC,No,Urban,0
1534,68.0,Female,388608.0,Employed,6,Postgraduate,General,No,Rural,0
1535,53.0,Female,,Employed,10,Graduate,General,No,Urban,1
1536,53.0,Female,576238.0,Employed,3,Secondary,General,No,Rural,1
1537,43.0,Male,304043.0,Self-employed,6,Graduate,General,No,Rural,0
1538,60.0,Male,790373.0,Employed,4,Secondary,ST,No,Urban,0
1539,44.0,Male,846843.0,Unemployed,4,Primary,SC,No,Rural,1
1540,22.0,Male,965035.0,Employed,10,Graduate,OBC,Yes,Urban,1
1541,37.0,Male,374888.0,Self-employed,10,Secondary,OBC,,Urban,0
1542,28.0,Male,723131.0,Self-employed,2,Secondary,SC,No,Urban,0
1543,79.0,Female,513026.0,,4,Graduate,OBC,No,Urban,0
1544,27.0,Male,871485.0,Self-employed,4,Postgraduate,General,No,Rural,1
1545,57.0,Female,298966.0,Unemployed,7,Secondary,General,No,Rural,1
1546,55.0,Female,495292.0,Self-employed,5,Secondary,ST,,Rural,1
1547,23.0,Male,188117.0,Employed,8,Graduate,OBC,No,Rural,0
1548,25.0,Female,,Employed,7,Graduate,OBC,No,Rural,1
1549,40.0,Male,79714.0,Unemployed,10,Secondary,General,No,Rural,1
1550,64.0,Male,739746.0,Employed,9,Postgraduate,OBC,No,Rural,0
1551,43.0,Female,421427.0,Employed,8,Graduate,General,No,Rural,1
1552,63.0,Male,320706.0,Employed,9,Graduate,General,No,Rural,1
1553,60.0,Other,367192.0,Employed,1,Postgraduate,General,No,Rural,0
1554,29.0,Male,405439.0,Unemployed,10,Postgraduate,General,No,Rural,0
1555,43.0,Female,62026.0,Employed,3,Secondary,General,No,Rural,0
1556,30.0,Male,156147.0,Self-employed,5,Secondary,General,No,Rural,1
1557,57.0,Male,605877.0,Self-employed,9,Graduate,ST,No,Rural,1
1558,79.0,Male,682487.0,Self-employed,8,Postgraduate,ST,No,Rural,0
1559,35.0,Female,,Employed,10,Graduate,General,No,Rural,0
1560,42.0,Female,338988.0,Employed,7,Graduate,SC,No,Rural,1
1561,50.0,Female,990951.0,Self-employed,2,Graduate,OBC,,Rural,0
1562,64.0,Female,402559.0,Self-employed,6,Secondary,General,No,Rural,0
1563,57.0,Female,258574.0,Unemployed,4,Postgraduate,General,No,Urban,0
1564,77.0,Female,264340.0,Employed,5,Graduate,SC,,Rural,0
1565,60.0,Female,104708.0,Employed,5,Postgraduate,OBC,No,Urban,1
1566,29.0,Female,507141.0,Unemployed,4,Graduate,OBC,No,Rural,0
1567,61.0,Female,645113.0,,4,Postgraduate,OBC,Yes,Urban,0
1568,53.0,Female,625862.0,Unemployed,4,Secondary,General,No,Rural,1
1569,65.0,Male,397692.0,Self-employed,2,Graduate,OBC,No,Urban,1
1570,21.0,Female,462028.0,Unemployed,1,Postgraduate,General,No,Rural,0
1571,22.0,Female,282409.0,Employed,2,Graduate,SC,No,Rural,0
1572,73.0,Male,760669.0,Employed,7,Graduate,OBC,No,Rural,0
1573,54.0,Male,638518.0,Self-employed,1,Secondary,General,No,Rural,1
1574,25.0,Male,304451.0,Unemployed,6,Graduate,OBC,Yes,Rural,1
1575,80.0,Female,877013.0,Unemployed,4,Postgraduate,ST,No,Urban,1
1576,59.0,Female,297174.0,Unemployed,2,Secondary,General,No,Urban,0
1577,66.0,Male,489844.0,Unemployed,3,Graduate,General,Yes,Urban,0
1578,45.0,Female,269700.0,Unemployed,7,Graduate,OBC,No,Urban,1
1579,48.0,Female,337249.0,Employed,6,Secondary,OBC,No,Rural,0
1580,75.0,Male,916262.0,Employed,6,Secondary,SC,No,Urban,1
1581,26.0,Female,564539.0,Employed,8,Graduate,General,No,Rural,0
1582,71.0,Other,381301.0,Employed,8,Secondary,General,No,Rural,0
1583,68.0,Female,475658.0,Employed,6,Postgraduate,SC,No,Urban,1
1584,46.0,Female,399379.0,Employed,1,Graduate,SC,Yes,Rural,0
1585,31.0,Other,820802.0,Self-employed,10,Secondary,General,No,Urban,1
1586,57.0,Female,314491.0,Employed,7,Secondary,SC,No,Rural,1
1587,58.0,Male,800382.0,Employed,8,Graduate,General,No,Rural,1
1588,39.0,Female,884082.0,Employed,5,Graduate,General,,Urban,0
1589,28.0,Female,198182.0,Unemployed,4,Secondary,General,No,Urban,1
1590,40.0,Female,243242.0,Employed,7,,General,No,Rural,0
1591,18.0,Male,972427.0,Employed,6,Postgraduate,OBC,,Urban,0
1592,63.0,Female,,Employed,6,Primary,SC,No,Rural,0
1593,54.0,Male,505987.0,,3,,General,No,Rural,1
1594,38.0,Female,174926.0,Self-employed,10,Postgraduate,OBC,No,Urban,1
1595,43.0,Male,131147.0,Self-employed,4,Primary,OBC,No,Rural,1
1596,63.0,Male,360279.0,Employed,5,Postgraduate,ST,No,Rural,1
1597,53.0,Male,593487.0,Unemployed,9,Secondary,ST,,Rural,1
1598,71.0,Male,976570.0,Employed,8,Secondary,OBC,No,Rural,0
1599,40.0,Female,938015.0,Employed,3,Primary,General,No,Rural,0
1600,74.0,Female,233208.0,Employed,6,Primary,OBC,No,Urban,0
1601,18.0,Female,928722.0,Employed,10,Secondary,OBC,No,Rural,1
1602,80.0,Male,479791.0,Unemployed,1,Primary,OBC,No,Rural,0
1603,71.0,Male,270868.0,Employed,3,Secondary,SC,,Rural,1
1604,72.0,Female,170787.0,,10,Primary,General,Yes,Rural,1
1605,68.0,Female,164427.0,Employed,7,Graduate,OBC,No,Rural,0
1606,57.0,Male,,Employed,7,Graduate,SC,No,Rural,0
1607,32.0,Female,727913.0,Self-employed,2,Postgraduate,ST,No,Rural,0
1608,38.0,Male,270782.0,Unemployed,3,Graduate,General,,Rural,1
1609,64.0,Female,661781.0,Unemployed,7,Postgraduate,OBC,No,Rural,0
1610,26.0,Female,968138.0,Employed,6,Primary,ST,No,Urban,1
1611,70.0,Male,538633.0,Employed,7,Secondary,OBC,No,Rural,1
1612,26.0,Male,849203.0,Employed,10,Secondary,ST,No,Rural,0
1613,27.0,Female,175607.0,Self-employed,9,Graduate,SC,No,Rural,1
1614,69.0,Male,821122.0,Self-employed,8,Postgraduate,General,No,Urban,0
1615,74.0,Male,985802.0,Unemployed,6,Graduate,ST,No,Urban,0
1616,70.0,Female,129876.0,Employed,4,Secondary,General,No,Urban,0
1617,43.0,Male,542108.0,Employed,10,Graduate,OBC,No,Urban,1
1618,58.0,Male,217071.0,Employed,9,Secondary,SC,No,Rural,0
1619,52.0,Female,777247.0,Self-employed,7,Graduate,General,No,Urban,0
1620,80.0,Female,896080.0,Unemployed,5,Graduate,OBC,No,Rural,1
1621,69.0,Female,505884.0,Self-employed,2,Secondary,General,No,Rural,0
1622,42.0,Female,512590.0,Unemployed,9,Primary,General,No,Rural,0
1623,43.0,Female,510725.0,Employed,7,Graduate,General,No,Rural,1
1624,28.0,Female,293722.0,Employed,9,Graduate,SC,No,Urban,0
1625,55.0,Male,546564.0,Employed,9,Secondary,SC,No,Rural,0
1626,19.0,Female,,Employed,10,Graduate,OBC,No,Rural,0
1627,24.0,Other,618728.0,Employed,5,Postgraduate,ST,No,Urban,1
1628,35.0,Male,,Unemployed,7,Secondary,OBC,,Urban,0
1629,44.0,Male,617327.0,Unemployed,5,Secondary,SC,No,Urban,0
1630,51.0,Female,367399.0,Employed,3,Graduate,OBC,No,Urban,1
1631,44.0,Male,122219.0,Employed,10,Graduate,SC,No,Rural,0
1632,34.0,Male,760349.0,Employed,8,Primary,General,No,Rural,1
1633,60.0,Female,847676.0,Unemployed,8,Secondary,General,No,Rural,1
1634,76.0,Other,668882.0,Employed,9,Secondary,SC,No,Urban,0
1635,61.0,Male,370739.0,Employed,6,Graduate,General,No,Rural,0
1636,76.0,Male,744911.0,Self-employed,2,Secondary,OBC,,Rural,0
1637,68.0,Male,768590.0,Employed,3,Graduate,OBC,No,Rural,1
1638,71.0,Female,416042.0,Employed,10,Postgraduate,SC,No,Rural,0
1639,,Male,340515.0,Unemployed,6,,General,No,Rural,1
1640,42.0,Male,512574.0,Self-employed,1,Graduate,OBC,No,Urban,0
1641,24.0,Male,209950.0,Unemployed,2,Graduate,SC,No,Urban,0
1642,69.0,Male,217229.0,Employed,8,,General,,Urban,0
1643,23.0,Female,55914.0,Employed,8,Graduate,ST,No,Rural,0
1644,70.0,Female,264772.0,Unemployed,6,Graduate,General,,Rural,0
1645,41.0,Female,339324.0,Employed,3,Secondary,OBC,Yes,Rural,0
1646,50.0,Female,971192.0,Unemployed,2,Primary,General,No,Rural,1
1647,66.0,Male,916651.0,Self-employed,6,Postgraduate,OBC,Yes,Rural,0
1648,46.0,Female,915048.0,Self-employed,1,Postgraduate,General,No,Urban,1
1649,80.0,Female,277561.0,Employed,10,Graduate,General,No,Rural,0
1650,60.0,Male,977420.0,Employed,6,Postgraduate,General,No,Rural,0
1651,39.0,Female,237435.0,Employed,9,Graduate,OBC,No,Rural,1
1652,43.0,Male,669501.0,Unemployed,7,Graduate,General,No,Rural,0
1653,45.0,Female,470576.0,Employed,9,Secondary,General,,Rural,1
1654,67.0,Male,612093.0,,2,Graduate,SC,No,Rural,0
1655,38.0,Other,456669.0,Employed,5,Graduate,General,No,Rural,0
1656,66.0,Male,176599.0,Employed,9,Postgraduate,OBC,No,Rural,1
1657,24.0,Female,728063.0,,7,Graduate,SC,No,Rural,0
1658,34.0,Female,240093.0,Employed,9,Graduate,OBC,No,Urban,1
1659,37.0,Female,,Unemployed,6,Graduate,OBC,No,Rural,1
1660,58.0,Male,144799.0,Employed,7,Primary,OBC,No,Rural,0
1661,66.0,Female,672673.0,Employed,10,Primary,OBC,No,Rural,1
1662,37.0,Female,809942.0,Self-employed,5,Graduate,ST,No,Urban,0
1663,71.0,Male,138919.0,Self-employed,6,Secondary,OBC,No,Urban,0
1664,39.0,Male,974914.0,Employed,1,Graduate,General,No,Rural,1
1665,45.0,Female,655750.0,Employed,1,Secondary,OBC,No,Urban,0
1666,80.0,Female,229340.0,Unemployed,2,Secondary,OBC,No,Urban,1
1667,78.0,Male,739608.0,Employed,4,Secondary,ST,No,Urban,1
1668,57.0,Male,81159.0,Employed,9,Secondary,SC,No,Rural,1
1669,66.0,Male,92039.0,Employed,7,Primary,OBC,No,Urban,1
1670,24.0,Female,807262.0,Employed,6,Postgraduate,SC,No,Urban,0
1671,18.0,Female,97800.0,Employed,1,Secondary,General,No,Urban,1
1672,49.0,Female,352905.0,Self-employed,5,Postgraduate,OBC,Yes,Urban,1
1673,30.0,Other,668914.0,Unemployed,4,Postgraduate,OBC,No,Urban,0
1674,47.0,Male,529319.0,Employed,5,Postgraduate,OBC,No,Urban,0
1675,40.0,Male,168368.0,Employed,9,Graduate,General,No,Rural,0
1676,68.0,Male,749023.0,Unemployed,3,Graduate,SC,No,Rural,0
1677,76.0,Male,655191.0,Employed,4,Secondary,OBC,No,Urban,1
1678,73.0,Female,168998.0,Employed,8,Primary,General,No,Rural,1
1679,36.0,Female,291324.0,Unemployed,3,Postgraduate,General,,Rural,0
1680,79.0,Male,559662.0,Self-employed,3,Primary,OBC,No,Rural,1
1681,49.0,Male,478583.0,Employed,9,Postgraduate,OBC,No,Rural,0
1682,47.0,Female,563520.0,Self-employed,5,Graduate,SC,No,Urban,0
1683,46.0,Female,973317.0,Employed,10,Graduate,SC,No,Rural,1
1684,66.0,Male,372038.0,Employed,1,Secondary,OBC,No,Urban,0
1685,62.0,Other,283229.0,Employed,7,Graduate,SC,No,Urban,0
1686,46.0,Female,887876.0,Unemployed,7,Graduate,General,No,Rural,0
1687,47.0,Male,111748.0,Self-employed,6,Graduate,OBC,No,Rural,1
1688,33.0,Female,91190.0,Unemployed,6,Graduate,SC,No,Urban,0
1689,57.0,Male,90318.0,Employed,3,Primary,ST,No,Urban,1
1690,36.0,Female,742378.0,Employed,3,Secondary,OBC,No,Rural,1
1691,35.0,Other,174078.0,Employed,10,Secondary,SC,No,Urban,0
1692,,Female,89759.0,Employed,9,Primary,General,No,Rural,0
1693,31.0,Female,852930.0,Employed,1,Primary,General,No,Rural,1
1694,68.0,Male,600277.0,Self-employed,7,Secondary,General,No,Urban,1
1695,64.0,Female,545926.0,Unemployed,10,Graduate,General,No,Rural,1
1696,67.0,Female,730928.0,Employed,7,Graduate,General,No,Urban,0
1697,19.0,Female,429179.0,Employed,8,Secondary,OBC,No,Rural,0
1698,71.0,Female,903009.0,Employed,6,Graduate,OBC,No,Urban,0
1699,45.0,Other,417375.0,Unemployed,8,Graduate,General,No,Rural,0
1700,66.0,Female,735459.0,Self-employed,1,Graduate,ST,No,Rural,0
1701,67.0,Male,926332.0,Unemployed,1,Graduate,SC,No,Rural,1
1702,47.0,Other,483855.0,Employed,9,Secondary,General,,Rural,1
1703,55.0,Female,941111.0,Employed,4,Secondary,General,No,Urban,0
1704,68.0,Female,335626.0,Self-employed,3,Secondary,OBC,No,Rural,0
1705,80.0,Female,381356.0,Self-employed,6,Secondary,OBC,,Rural,0
1706,21.0,Male,498477.0,Employed,10,Graduate,OBC,Yes,Urban,1
1707,18.0,Male,,Employed,9,Postgraduate,OBC,No,Rural,0
1708,,Female,866480.0,Employed,10,Secondary,OBC,No,Rural,0
1709,46.0,Female,970569.0,Self-employed,4,Graduate,General,No,Urban,0
1710,72.0,Male,445252.0,Unemployed,9,Graduate,OBC,No,Rural,1
1711,56.0,Female,610102.0,Unemployed,5,Secondary,SC,No,Rural,0
1712,20.0,Male,765054.0,Employed,7,Postgraduate,General,Yes,Rural,0
1713,,Female,460140.0,Employed,3,Primary,OBC,,Rural,1
1714,27.0,Male,441637.0,Employed,3,Postgraduate,General,No,Urban,1
1715,27.0,Male,110204.0,Self-employed,3,Secondary,OBC,No,Rural,0
1716,,Male,607132.0,Employed,8,Secondary,General,No,Rural,1
1717,63.0,Male,298827.0,Unemployed,6,Graduate,SC,No,Rural,0
1718,51.0,Female,295256.0,Employed,9,Postgraduate,SC,No,Rural,0
1719,77.0,Male,394087.0,Self-employed,9,Secondary,OBC,No,Rural,1
1720,50.0,Male,71518.0,Self-employed,8,Graduate,OBC,No,Urban,1
1721,,Female,460275.0,Employed,1,Graduate,ST,Yes,Rural,0
1722,72.0,Female,597340.0,Self-employed,6,Secondary,OBC,No,Rural,1
1723,45.0,Male,830634.0,Employed,4,Graduate,General,No,Urban,0
1724,49.0,Other,644091.0,Employed,4,Graduate,ST,No,Rural,1
1725,67.0,Male,121524.0,Employed,3,Secondary,General,No,Rural,0
1726,24.0,Female,798870.0,Self-employed,9,Graduate,General,No,Urban,0
1727,46.0,Female,568855.0,Self-employed,2,Postgraduate,General,No,Rural,0
1728,25.0,Male,926004.0,Employed,1,Graduate,General,No,Urban,1
